Unicode,EmojiGlyph,Description,Year,Nature,UsageNumber,UsagePercentage,Sentiment,AverageSentiment,Annotations,Color
U+1F693,🚓,police car,2010,emoji,594604,0.00434148480943763,0.375,0.00162805680353911,car; patrol; place; police; travel; vehicle,Gray
U+1F694,🚔,oncoming police car,2010,emoji,852270,0.006222826046477,0.0,0.0,car; oncoming; place; police; travel; vehicle,Gray
U+1F695,🚕,taxi,2010,emoji,483585,0.00353088262368214,0.0,0.0,place; taxi; travel; vehicle,Orange
U+1F696,🚖,oncoming taxi,2010,emoji,605436,0.00442057436056044,-0.111111111111111,0.0,oncoming; place; taxi; travel; vehicle,Gray
U+1F697,🚗,automobile icon,2010,emoji,4346805,0.0317380775727838,0.241935483870968,0.00767856715470576,automobile; car; place; travel; vehicle,Brown
U+1F698,🚘,oncoming automobile,2010,emoji,2569848,0.018763674739093,0.0740740740740741,0.00138990183252541,automobile; car; oncoming; place; travel; vehicle,Gray
U+1F699,🚙,recreational vehicle,2010,emoji,1502076,0.0109673667459702,0.04,0.000438694669838806,place; recreational; rv; travel; vehicle,Gray
U+1F69A,🚚,delivery truck,2010,emoji,337718,0.00246583872102047,-0.1,0.0,delivery; place; travel; truck; vehicle,Orange
U+1F69B,🚛,articulated lorry,2010,emoji,219707,0.00160418463889768,-0.25,0.0,lorry; place; semi; travel; truck; vehicle,Green
U+1F69C,🚜,tractor,2010,emoji,266309,0.00194444786465703,1.0,0.00194444786465703,place; tractor; travel; vehicle,Gray
U+1F6B2,🚲,bicycle,2010,emoji,1374260,0.0100341217250771,0.428571428571429,0.00430033788217591,bicycle; bike; place; sport; travel; vehicle,Gray
U+26FD,⛽️,fuel pump,2009,emoji,1773673,0.0129504247976967,0.166666666666667,0.00215840413294946,fuel; fuelpump; gas; place; pump; station; travel,Brown
U+1F6A8,🚨,police cars revolving light,2010,emoji,4449336,0.0324867048591735,0.672727272727273,0.0218546923598076,beacon; car; light; place; police; revolving; travel; vehicle,Red
U+1F6A5,🚥,horizontal traffic light,2010,emoji,196545,0.00143506793070837,0.0,0.0,light; place; signal; traffic; travel,Gray
U+1F6A6,🚦,vertical traffic light,2010,emoji,3674840,0.0268317435421117,0.111111111111111,0.00298130483801241,light; place; signal; traffic; travel,Gray
U+1F6A7,🚧,construction sign,2010,emoji,389960,0.00284728225220197,0.0,0.0,barrier; construction; place; travel,Gray
U+2693,⚓️,anchor sign,2005,emoji,11327195,0.0827052038432938,0.625,0.0516907524020586,anchor; place; ship; tool; travel,Gray
U+26F5,⛵️,sailboat,2009,emoji,944400,0.00689551071643127,0.714285714285714,0.00492536479745091,boat; place; resort; sailboat; sea; travel; vehicle; yacht,Red
U+1F6A3,🚣,rowboat,2010,emoji,804589,0.00587468453179026,0.727272727272727,0.004272497841302,boat; place; rowboat; travel; vehicle,Gray
U+1F6A4,🚤,speedboat,2010,emoji,364659,0.00266254769413713,0.444444444444444,0.00118335453072762,boat; place; speedboat; travel; vehicle,Orange
U+1F6A2,🚢,ship,2010,emoji,613411,0.00447880360448626,0.3,0.00134364108134588,place; ship; travel; vehicle,Gray
U+2708,✈️,airplane,1995,text,16802976,0.122686468737757,0.419254658385093,0.0514368735391216,airplane; place; travel; vehicle,Gray
U+1F4BA,💺,seat,2010,emoji,543363,0.00396735005232131,0.285714285714286,0.00113352858637752,chair; object; office; place; seat; travel,Gray
U+1F681,🚁,helicopter,2010,emoji,470668,0.0034365695022038,0.2,0.000687313900440761,helicopter; place; travel; vehicle,Gray
U+1F69F,🚟,suspension railway,2010,emoji,35715,0.000260772093643946,0.0,0.0,place; railway; suspension; travel; vehicle,Gray
U+1F6A0,🚠,mountain cableway,2010,emoji,44700,0.000326375824888265,0.0,0.0,cable; gondola; mountain; place; travel; vehicle,Gray
U+1F6A1,🚡,aerial tramway,2010,emoji,56727,0.000414190635759209,-0.5,0.0,aerial; cable; car; gondola; place; ropeway; tramway; travel; vehicle,Gray
U+1F680,🚀,rocket,2010,emoji,7011734,0.0511959836274518,0.525,0.0268778914044122,place; rocket; space; travel; vehicle,Gray
U+1F6AA,🚪,door,2010,emoji,840757,0.00613876419251864,0.75,0.00460407314438898,door; object; travel,Orange
U+1F6BD,🚽,toilet,2010,emoji,738652,0.0053932473334534,1.0,0.0053932473334534,object; place; toilet; travel,Gray
U+1F6BF,🚿,shower,2010,emoji,1985574,0.0144976141415367,0.705882352941176,0.0102336099822612,object; place; shower; travel; water,Cyan
U+1F6C0,🛀,bath,2010,emoji,1214393,0.00886685720611935,0.142857142857143,0.00126669388658848,bath; bathtub; object; place; travel,Gray
U+1F6C1,🛁,bathtub,2010,emoji,239236,0.00174677509715814,0.0,0.0,bath; bathtub; object; place; travel,Gray
U+231B,⌛️,hourglass,1995,emoji,632075,0.00461507828895414,0.142857142857143,0.000659296898422021,hourglass; object; sand; time; timer,Gray
U+23F3,⏳,hourglass with flowing sand,2010,emoji,844909,0.00616907990672303,0.0,0.0,hourglass; object; sand; time; timer,Gray
U+231A,⌚️,watch,1995,emoji,1776786,0.0129731542818774,0.235294117647059,0.00305250688985351,clock; object; time; watch,Black
U+23F0,⏰,alarm clock,2010,emoji,1658851,0.0121120551116717,0.538461538461538,0.00652187582936167,alarm; clock; object; time,Brown
U+1F55B,🕛,clock face twelve oclock,2010,emoji,409054,0.00298669656988466,1.0,0.00298669656988466,00; 12; 12:00; clock; o’clock; symbol; time; twelve,White
U+1F567,🕧,clock face twelve-thirty,2010,emoji,90219,0.000658731555829852,0.0,0.0,12; 12:30; 30; clock; symbol; thirty; time; twelve,White
U+1F550,🕐,clock face one oclock,2010,emoji,336498,0.00245693092445753,-1.0,0.0,00; 1; 1:00; clock; o’clock; one; symbol; time,White
U+1F55C,🕜,clock face one-thirty,2010,emoji,118212,0.000863121678113906,0.0,0.0,1; 1:30; 30; clock; one; symbol; thirty; time,White
U+1F551,🕑,clock face two oclock,2010,emoji,320245,0.00233826009041035,0.5,0.00116913004520517,00; 2; 2:00; clock; o’clock; symbol; time; two,White
U+1F55D,🕝,clock face two-thirty,2010,emoji,91582,0.000668683462973537,-0.333333333333333,0.0,2; 2:30; 30; clock; symbol; thirty; time; two,White
U+1F552,🕒,clock face three oclock,2010,emoji,337749,0.00246606506667084,0.0,0.0,00; 3; 3:00; clock; o’clock; symbol; three; time,White
U+1F55E,🕞,clock face three-thirty,2010,emoji,72034,0.00052595427673381,0.0,0.0,3; 3:30; 30; clock; symbol; thirty; three; time,White
U+1F553,🕓,clock face four oclock,2010,emoji,237074,0.00173098931341299,0.0,0.0,00; 4; 4:00; clock; four; o’clock; symbol; time,White
U+1F55F,🕟,clock face four-thirty,2010,emoji,77026,0.000562403227915963,0.0,0.0,30; 4; 4:30; clock; four; symbol; thirty; time,White
U+1F554,🕔,clock face five oclock,2010,emoji,239107,0.0017458332071937,-1.0,0.0,00; 5; 5:00; clock; five; o’clock; symbol; time,White
U+1F560,🕠,clock face five-thirty,2010,emoji,68132,0.000497463930677568,0.0,0.0,30; 5; 5:30; clock; five; symbol; thirty; time,White
U+1F555,🕕,clock face six oclock,2010,emoji,353764,0.00258299815024099,-1.0,0.0,00; 6; 6:00; clock; o’clock; six; symbol; time,White
U+1F561,🕡,clock face six-thirty,2010,emoji,51292,0.000374507132218544,0.0,0.0,30; 6; 6:30; clock; six; symbol; thirty; time,White
U+1F556,🕖,clock face seven oclock,2010,emoji,160649,0.00117297427052517,0.0,0.0,00; 7; 7:00; clock; o’clock; seven; symbol; time,White
U+1F562,🕢,clock face seven-thirty,2010,emoji,68544,0.00050047213738571,0.0,0.0,30; 7; 7:30; clock; seven; symbol; thirty; time,White
U+1F557,🕗,clock face eight oclock,2010,emoji,187841,0.00137151591326256,0.0,0.0,00; 8; 8:00; clock; eight; o’clock; symbol; time,White
U+1F563,🕣,clock face eight-thirty,2010,emoji,56136,0.000409875465456995,0.0,0.0,30; 8; 8:30; clock; eight; symbol; thirty; time,White
U+1F558,🕘,clock face nine oclock,2010,emoji,201138,0.00146860359432608,0.0,0.0,00; 9; 9:00; clock; nine; o’clock; symbol; time,White
U+1F564,🕤,clock face nine-thirty,2010,emoji,104585,0.000763624511094837,0.0,0.0,30; 9; 9:30; clock; nine; symbol; thirty; time,White
U+1F559,🕙,clock face ten oclock,2010,emoji,204265,0.00149143529912308,0.0,0.0,00; 10; 10:00; clock; o’clock; symbol; ten; time,White
U+1F565,🕥,clock face ten-thirty,2010,emoji,84470,0.000616755389895118,-1.0,0.0,10; 10:30; 30; clock; symbol; ten; thirty; time,White
U+1F55A,🕚,clock face eleven oclock,2010,emoji,165952,0.00121169397968361,0.0,0.0,00; 11; 11:00; clock; eleven; o’clock; symbol; time,White
U+1F566,🕦,clock face eleven-thirty,2010,emoji,668872,0.00488375057594326,0.0,0.0,11; 11:30; 30; clock; eleven; symbol; thirty; time,White
U+1F311,🌑,new moon symbol,2010,emoji,2501007,0.0182610340643473,0.523809523809524,0.00956530355751527,dark; moon; nature; place; space; time; weather,Gray
U+1F312,🌒,waxing crescent moon symbol,2010,emoji,1633950,0.0119302411426439,0.692307692307692,0.00825939771413806,crescent; moon; nature; place; space; time; waxing; weather,Gray
U+1F313,🌓,first quarter moon symbol,2010,emoji,1606619,0.0117306845952161,0.684210526315789,0.00802625788093733,moon; nature; place; quarter; space; time; weather,Gray
U+1F314,🌔,waxing gibbous moon symbol,2010,emoji,1546722,0.0112933482913384,0.6875,0.00776417695029516,gibbous; moon; nature; place; space; time; waxing; weather,Orange
U+1F315,🌕,full moon symbol,2010,emoji,2398904,0.0175155318082273,0.606060606060606,0.010615473823168,full; moon; nature; place; space; time; weather,Yellow
U+1F316,🌖,waning gibbous moon symbol,2010,emoji,1440534,0.0105180195196777,0.733333333333333,0.0077132143144303,gibbous; moon; nature; place; space; time; waning; weather,Yellow
U+1F317,🌗,last quarter moon symbol,2010,emoji,1477257,0.0107861514976949,0.733333333333333,0.00790984443164296,moon; nature; place; quarter; space; time; weather,Gray
U+1F318,🌘,waning crescent moon symbol,2010,emoji,1493674,0.0109060197732473,0.6875,0.00749788859410752,crescent; moon; nature; place; space; time; waning; weather,Gray
U+1F319,🌙,crescent moon,2010,emoji,12473165,0.0910724723902112,0.620689655172414,0.0565277414835794,crescent; moon; nature; place; space; time; weather,Yellow
U+1F31A,🌚,new moon with face,2010,emoji,41611848,0.303827767698548,0.472972972972973,0.143702322560124,face; moon; nature; place; space; time; weather,Gray
U+1F31B,🌛,first quarter moon with face,2010,emoji,2493946,0.0182094783663711,0.647058823529412,0.0117826036488284,face; moon; nature; place; quarter; space; weather,Yellow
